분기말,매수일,매도일,시장국면,코스피_수익률(%),밸런스형_수익률(%),밸런스형_승률(%),저평가형_수익률(%),저평가형_승률(%),모멘텀형_수익률(%),모멘텀형_승률(%),국면대응형_수익률(%),국면대응형_승률(%),year
2021-12-31,2022-02-14,2022-05-15,약세장,-3.7,7.6,85.0,2.9,60.0,-1.8,55.0,3.3,65.0,2022
2022-03-31,2022-05-15,2022-08-14,약세장,-2.6,-8.4,30.0,-10.3,15.0,-11.0,20.0,-7.7,25.0,2022
2022-06-30,2022-08-14,2022-11-14,약세장,-2.3,-4.7,30.0,-5.9,20.0,-1.8,45.0,-4.3,25.0,2022
2022-09-30,2022-11-14,2023-02-14,횡보장,-0.4,7.8,80.0,5.8,60.0,7.8,45.0,7.3,80.0,2022
2022-12-31,2023-02-14,2023-05-15,횡보장,0.6,1.0,40.0,-0.4,45.0,1.1,55.0,-2.4,30.0,2023
2023-03-31,2023-05-15,2023-08-14,강세장,3.7,13.4,65.0,8.7,65.0,18.4,80.0,19.7,70.0,2023
2023-06-30,2023-08-14,2023-11-14,강세장,-5.4,-6.5,25.0,-2.8,35.0,-1.1,25.0,-8.0,20.0,2023
2023-09-30,2023-11-14,2024-02-14,횡보장,7.7,0.9,45.0,2.5,55.0,-3.4,35.0,1.4,50.0,2023
2023-12-31,2024-02-14,2024-05-15,강세장,4.2,9.6,70.0,9.0,65.0,10.1,50.0,19.4,65.0,2024
2024-03-31,2024-05-15,2024-08-14,강세장,-3.9,4.8,55.0,0.5,40.0,12.4,50.0,11.6,45.0,2024
2024-06-30,2024-08-14,2024-11-14,횡보장,-8.5,-4.2,40.0,-6.8,15.0,-0.8,40.0,-4.0,35.0,2024
2024-09-30,2024-11-14,2025-02-14,약세장,7.1,5.0,60.0,0.5,55.0,7.1,70.0,2.4,55.0,2024
2024-12-31,2025-02-14,2025-05-15,횡보장,1.2,10.7,70.0,9.4,80.0,12.7,70.0,7.4,60.0,2025
2025-03-31,2025-05-15,2025-08-14,횡보장,23.1,27.4,80.0,19.0,80.0,35.9,95.0,27.8,85.0,2025
2025-06-30,2025-08-14,2025-11-14,강세장,24.4,14.5,55.0,14.5,65.0,21.8,55.0,32.3,70.0,2025
2025-09-30,2025-11-14,2026-02-14,강세장,37.3,31.4,90.0,9.4,65.0,29.8,65.0,24.4,70.0,2025
2025-12-31,2026-02-14,2026-05-15,강세장,32.0,11.6,35.0,-3.3,35.0,20.5,55.0,25.3,55.0,2026
