quarter,sig_date,next_sig_date,regime,kospi_return,밸런스형_return,밸런스형_winrate,저평가형_return,저평가형_winrate,모멘텀형_return,모멘텀형_winrate,국면대응형_return,국면대응형_winrate
2020-06-30,2020-08-14,2020-11-14,bull,3.587969212748554,15.331609960821101,60.0,22.89167569645814,60.0,-0.6455291002080363,45.0,-1.337900606820614,45.0
2020-09-30,2020-11-14,2021-02-14,bull,21.924633213135493,15.168307407470877,75.0,10.694180933540695,65.0,14.110474279696017,65.0,22.057656039787567,85.0
2020-12-31,2021-02-14,2021-05-15,bull,0.20082618366699112,15.932628146293567,75.0,16.75491841655617,95.0,3.7402177148905325,50.0,13.43793132772169,65.0
2021-03-31,2021-05-15,2021-08-14,bull,1.1730663706085664,15.637946587490788,60.0,18.424518495616876,70.0,-1.146475294303895,40.0,9.761163123864117,40.0
2021-06-30,2021-08-14,2021-11-14,bull,-5.545180061659072,1.2953189828391196,40.0,-2.512753564164608,25.0,20.979836736712087,35.0,27.207563671945728,50.0
2021-09-30,2021-11-14,2022-02-14,bear,-9.836240465141088,5.666621481164016,50.0,0.2430797185873746,30.0,-15.282474480814333,25.0,2.8497314963090585,30.0
2021-12-31,2022-02-14,2022-05-15,bear,-3.7064426433177644,9.683641372185795,85.0,4.11751979274907,70.0,-1.5650437858258308,55.00000000000001,3.7015757045481834,65.0
2022-03-31,2022-05-15,2022-08-14,bear,-2.643477189225818,-9.134978923311857,25.0,-4.4212313596003225,20.0,-10.798980239691975,20.0,-6.535731519100457,25.0
2022-06-30,2022-08-14,2022-11-14,bear,-2.323644573557737,-2.773565259575996,40.0,-2.2241315683719014,35.0,-1.5993893234355885,45.0,-3.7400665542543043,30.0
2022-09-30,2022-11-14,2023-02-14,bear,-0.36409189178268075,9.278556355465327,85.0,5.92777631470664,70.0,7.952625337916987,45.0,3.819375379647731,65.0
2022-12-31,2023-02-14,2023-05-15,bull,0.5560422446099222,-0.8967920802719711,35.0,-1.3371301259560182,35.0,1.3471740515401227,55.00000000000001,7.392206145860136,55.00000000000001
2023-03-31,2023-05-15,2023-08-14,bull,3.691290055861418,5.503219040114461,65.0,6.853919584918815,65.0,15.533056918404256,75.0,15.552100087518639,65.0
2023-06-30,2023-08-14,2023-11-14,bull,-5.353051690672805,-6.486543794900046,25.0,0.7275147543489913,40.0,-0.9044101987782346,25.0,-7.467732352738514,20.0
2023-09-30,2023-11-14,2024-02-14,bear,7.692181239083529,1.7690211665686113,50.0,5.459044341446394,70.0,-3.234259044698333,35.0,6.762105145599447,65.0
2023-12-31,2024-02-14,2024-05-15,bull,4.194747406904242,5.036538692923375,65.0,6.889687263337521,70.0,10.261661649515661,50.0,18.1701783159396,60.0
2024-03-31,2024-05-15,2024-08-14,bull,-3.9411551035234305,2.061206432710515,50.0,0.42496271005773867,35.0,11.56611440957567,45.0,11.25026050507069,40.0
2024-06-30,2024-08-14,2024-11-14,bull,-8.532425789374166,-5.017529555316511,40.0,-4.290316871934378,20.0,-0.5754847873642553,45.0,-5.01063341106274,35.0
2024-09-30,2024-11-14,2025-02-14,bear,7.118642666380026,2.8909102170621592,55.00000000000001,2.588940874003888,50.0,7.30937254087694,70.0,4.5050005397456685,60.0
2024-12-31,2025-02-14,2025-05-15,bear,1.1697960286370268,10.351470164875405,65.0,8.793568094270949,85.0,12.879916681730478,70.0,8.697782576877001,80.0
2025-03-31,2025-05-15,2025-08-14,bull,23.052919095431367,21.937033613678068,70.0,16.628385763438228,80.0,36.1294314045389,95.0,29.118971207067336,90.0
2025-06-30,2025-08-14,2025-11-14,bull,24.364316139952756,13.11843722409416,60.0,0.7783851794141198,65.0,22.03576682328839,55.00000000000001,32.5203244792809,75.0
2025-09-30,2025-11-14,2026-02-14,bull,37.27817288493034,29.79134968795579,90.0,11.372808449698715,70.0,30.03482177008387,65.0,19.830707654594836,70.0
2025-12-31,2026-02-14,2026-05-15,bull,31.98608481218901,15.67064177172206,45.0,0.05017599551196521,35.0,20.699426947168845,55.00000000000001,22.909286995276194,50.0
2026-03-31,2026-05-15,2026-08-13,bull,9.32688124401122,8.73734970246371,70.0,-0.9143184865799123,35.0,5.718365147958491,50.0,5.510218765760922,55.00000000000001
