분기말,매수일,매도일,시장국면,코스피_수익률(%),밸런스형_수익률(%),밸런스형_승률(%),저평가형_수익률(%),저평가형_승률(%),모멘텀형_수익률(%),모멘텀형_승률(%),국면대응형_수익률(%),국면대응형_승률(%),year
2022-12-31,2023-02-14,2023-05-15,횡보장,0.6,9.7,45.0,3.5,60.0,17.5,60.0,10.2,50.0,2023
2023-03-31,2023-05-15,2023-08-14,강세장,3.7,6.1,45.0,19.1,55.0,14.8,53.3,19.5,55.0,2023
2023-06-30,2023-08-14,2023-11-14,강세장,-5.4,-6.0,30.0,-6.3,30.0,-16.2,6.7,-2.7,35.0,2023
2023-09-30,2023-11-14,2024-02-14,횡보장,7.7,3.2,45.0,9.3,60.0,-0.4,46.7,5.4,50.0,2023
2023-12-31,2024-02-14,2024-05-15,강세장,4.2,27.5,60.0,20.4,45.0,19.3,73.3,26.2,65.0,2024
2024-03-31,2024-05-15,2024-08-14,강세장,-3.9,5.7,55.0,1.8,55.0,20.0,46.7,11.1,45.0,2024
2024-06-30,2024-08-14,2024-11-14,횡보장,-8.5,-12.9,30.0,-7.1,40.0,1.5,53.3,-14.2,30.0,2024
2024-09-30,2024-11-14,2025-02-14,약세장,7.1,7.9,70.0,6.2,65.0,13.8,73.3,4.1,55.0,2024
2024-12-31,2025-02-14,2025-05-15,횡보장,1.2,11.1,70.0,5.3,75.0,14.6,73.3,10.2,75.0,2025
2025-03-31,2025-05-15,2025-08-14,횡보장,23.1,25.3,75.0,19.0,80.0,27.5,80.0,21.7,75.0,2025
2025-06-30,2025-08-14,2025-11-14,강세장,24.4,17.5,60.0,24.6,70.0,41.0,60.0,8.6,60.0,2025
2025-09-30,2025-11-14,2026-02-14,강세장,37.3,46.4,90.0,19.4,65.0,28.8,66.7,41.3,75.0,2025
2025-12-31,2026-02-14,2026-05-15,강세장,32.0,3.7,35.0,-2.8,30.0,10.3,46.7,5.5,45.0,2026
