분기말,매수일,매도일,시장국면,코스피_수익률(%),밸런스형_수익률(%),밸런스형_승률(%),저평가형_수익률(%),저평가형_승률(%),모멘텀형_수익률(%),모멘텀형_승률(%),국면대응형_수익률(%),국면대응형_승률(%),year
2021-06-30,2021-08-14,2021-11-14,강세장,-5.5,17.9,30.0,14.1,30.0,32.5,40.0,23.3,40.0,2021
2021-09-30,2021-11-14,2022-02-14,약세장,-9.8,0.5,40.0,-0.9,30.0,-11.1,13.3,-1.2,30.0,2021
2021-12-31,2022-02-14,2022-05-15,약세장,-3.7,-2.1,55.0,5.0,50.0,-4.4,46.7,5.5,50.0,2022
2022-03-31,2022-05-15,2022-08-14,약세장,-2.6,-9.2,30.0,-11.4,25.0,-5.3,40.0,-12.2,20.0,2022
2022-06-30,2022-08-14,2022-11-14,약세장,-2.3,-8.3,25.0,-5.2,30.0,-1.9,40.0,-4.8,30.0,2022
2022-09-30,2022-11-14,2023-02-14,횡보장,-0.4,9.8,70.0,10.0,65.0,22.2,60.0,5.2,60.0,2022
2022-12-31,2023-02-14,2023-05-15,횡보장,0.6,7.9,60.0,6.0,55.0,21.5,60.0,7.5,60.0,2023
2023-03-31,2023-05-15,2023-08-14,강세장,3.7,18.9,45.0,16.7,45.0,14.8,53.3,20.9,60.0,2023
2023-06-30,2023-08-14,2023-11-14,강세장,-5.4,-4.3,30.0,-7.5,25.0,-10.8,13.3,-5.7,25.0,2023
2023-09-30,2023-11-14,2024-02-14,횡보장,7.7,6.0,50.0,7.1,60.0,2.0,53.3,6.1,50.0,2023
2023-12-31,2024-02-14,2024-05-15,강세장,4.2,15.9,50.0,12.6,45.0,19.5,73.3,18.8,80.0,2024
2024-03-31,2024-05-15,2024-08-14,강세장,-3.9,1.9,50.0,2.3,50.0,20.0,46.7,11.1,45.0,2024
2024-06-30,2024-08-14,2024-11-14,횡보장,-8.5,-11.9,35.0,-9.5,30.0,3.7,53.3,-9.0,40.0,2024
2024-09-30,2024-11-14,2025-02-14,약세장,7.1,13.8,70.0,9.0,70.0,13.2,73.3,10.0,65.0,2024
2024-12-31,2025-02-14,2025-05-15,횡보장,1.2,8.8,65.0,1.3,70.0,14.5,66.7,8.8,60.0,2025
2025-03-31,2025-05-15,2025-08-14,횡보장,23.1,23.9,80.0,17.2,80.0,22.6,80.0,22.3,80.0,2025
2025-06-30,2025-08-14,2025-11-14,강세장,24.4,24.8,65.0,26.9,70.0,36.5,66.7,32.0,70.0,2025
2025-09-30,2025-11-14,2026-02-14,강세장,37.3,28.1,65.0,21.9,65.0,27.8,60.0,29.2,70.0,2025
2025-12-31,2026-02-14,2026-05-15,강세장,32.0,1.4,35.0,14.8,40.0,21.2,40.0,6.6,40.0,2026
