분기말,매수일,매도일,시장국면,코스피_수익률(%),밸런스형_수익률(%),밸런스형_승률(%),저평가형_수익률(%),저평가형_승률(%),모멘텀형_수익률(%),모멘텀형_승률(%),국면대응형_수익률(%),국면대응형_승률(%),year
2019-06-30,2019-08-14,2019-11-14,약세장,10.4,-0.4,45.0,3.0,50.0,-2.9,46.7,6.5,60.0,2019
2019-09-30,2019-11-14,2020-02-14,횡보장,4.9,10.1,65.0,8.9,55.0,0.4,53.3,6.1,65.0,2019
2019-12-31,2020-02-14,2020-05-15,강세장,-14.1,6.0,30.0,-8.1,25.0,-8.9,26.7,7.9,25.0,2020
2020-03-31,2020-05-15,2020-08-14,약세장,24.9,23.3,60.0,30.7,65.0,29.6,60.0,17.0,65.0,2020
2020-06-30,2020-08-14,2020-11-14,강세장,3.6,1.8,55.0,-2.5,40.0,-0.1,46.7,-1.3,45.0,2020
2020-09-30,2020-11-14,2021-02-14,강세장,21.9,20.3,65.0,28.5,70.0,12.5,53.3,21.4,65.0,2020
2020-12-31,2021-02-14,2021-05-15,강세장,0.2,0.9,45.0,12.1,65.0,3.8,46.7,4.7,50.0,2021
2021-03-31,2021-05-15,2021-08-14,강세장,1.2,10.7,45.0,7.2,35.0,15.9,53.3,12.6,55.0,2021
2021-06-30,2021-08-14,2021-11-14,강세장,-5.5,16.0,30.0,16.4,35.0,32.5,40.0,20.4,35.0,2021
2021-09-30,2021-11-14,2022-02-14,약세장,-9.8,-0.1,45.0,0.2,35.0,-11.1,13.3,0.7,45.0,2021
2021-12-31,2022-02-14,2022-05-15,약세장,-3.7,-2.7,50.0,5.5,75.0,-4.4,46.7,5.0,60.0,2022
2022-03-31,2022-05-15,2022-08-14,약세장,-2.6,-11.3,25.0,-10.1,25.0,-5.3,40.0,-11.1,20.0,2022
2022-06-30,2022-08-14,2022-11-14,약세장,-2.3,-6.7,40.0,-6.6,25.0,-1.9,40.0,-6.2,25.0,2022
2022-09-30,2022-11-14,2023-02-14,횡보장,-0.4,6.6,60.0,8.1,55.0,22.2,60.0,8.2,65.0,2022
2022-12-31,2023-02-14,2023-05-15,횡보장,0.6,14.9,60.0,2.9,50.0,21.5,60.0,12.2,55.0,2023
2023-03-31,2023-05-15,2023-08-14,강세장,3.7,19.3,55.0,18.7,50.0,14.8,53.3,13.7,50.0,2023
2023-06-30,2023-08-14,2023-11-14,강세장,-5.4,-2.5,35.0,-3.4,25.0,-10.8,13.3,-3.9,30.0,2023
2023-09-30,2023-11-14,2024-02-14,횡보장,7.7,2.1,40.0,1.3,50.0,2.3,53.3,4.0,50.0,2023
2023-12-31,2024-02-14,2024-05-15,강세장,4.2,27.4,65.0,14.9,55.0,19.5,73.3,23.2,65.0,2024
2024-03-31,2024-05-15,2024-08-14,강세장,-3.9,5.2,55.0,1.9,45.0,20.0,46.7,8.1,40.0,2024
2024-06-30,2024-08-14,2024-11-14,횡보장,-8.5,-10.2,35.0,-7.0,30.0,3.7,53.3,-7.0,40.0,2024
2024-09-30,2024-11-14,2025-02-14,약세장,7.1,13.2,70.0,12.8,75.0,13.2,73.3,12.5,70.0,2024
2024-12-31,2025-02-14,2025-05-15,횡보장,1.2,9.7,60.0,2.7,70.0,14.5,66.7,7.3,55.0,2025
2025-03-31,2025-05-15,2025-08-14,횡보장,23.1,23.5,80.0,15.5,75.0,22.6,80.0,18.8,80.0,2025
2025-06-30,2025-08-14,2025-11-14,강세장,24.4,12.1,55.0,21.7,65.0,36.5,66.7,22.1,60.0,2025
2025-09-30,2025-11-14,2026-02-14,강세장,37.3,37.7,80.0,23.5,60.0,27.8,60.0,33.9,80.0,2025
2025-12-31,2026-02-14,2026-05-15,강세장,32.0,8.1,40.0,7.5,35.0,21.2,40.0,16.9,45.0,2026
