분기말,매수일,매도일,시장국면,코스피_수익률(%),밸런스형_수익률(%),밸런스형_승률(%),저평가형_수익률(%),저평가형_승률(%),모멘텀형_수익률(%),모멘텀형_승률(%),국면대응형_수익률(%),국면대응형_승률(%),year
2022-12-31,2023-02-14,2023-05-15,횡보장,0.6,8.4,55.0,-0.0,50.0,10.9,60.0,8.6,55.0,2023
2023-03-31,2023-05-15,2023-08-14,강세장,3.7,11.9,65.0,21.5,60.0,20.5,80.0,19.0,70.0,2023
2023-06-30,2023-08-14,2023-11-14,강세장,-5.4,-3.3,30.0,-4.6,30.0,-4.2,20.0,-1.5,35.0,2023
2023-09-30,2023-11-14,2024-02-14,횡보장,7.7,6.1,55.0,5.5,60.0,-6.5,33.3,6.7,50.0,2023
2023-12-31,2024-02-14,2024-05-15,강세장,4.2,30.1,65.0,23.4,50.0,20.6,66.7,19.0,65.0,2024
2024-03-31,2024-05-15,2024-08-14,강세장,-3.9,5.2,50.0,4.8,60.0,17.3,53.3,14.1,50.0,2024
2024-06-30,2024-08-14,2024-11-14,횡보장,-8.5,-11.0,25.0,-8.8,35.0,-3.4,26.7,-11.8,25.0,2024
2024-09-30,2024-11-14,2025-02-14,약세장,7.1,6.8,75.0,8.4,65.0,9.3,66.7,7.5,70.0,2024
2024-12-31,2025-02-14,2025-05-15,횡보장,1.2,11.5,75.0,4.0,70.0,16.6,73.3,11.9,80.0,2025
2025-03-31,2025-05-15,2025-08-14,횡보장,23.1,26.0,80.0,18.6,70.0,25.9,86.7,29.5,90.0,2025
2025-06-30,2025-08-14,2025-11-14,강세장,24.4,17.5,60.0,22.7,70.0,32.5,60.0,9.1,55.0,2025
2025-09-30,2025-11-14,2026-02-14,강세장,37.3,35.8,80.0,19.9,65.0,23.7,66.7,30.9,75.0,2025
2025-12-31,2026-02-14,2026-05-15,강세장,32.0,8.8,45.0,-0.4,30.0,23.5,60.0,10.5,40.0,2026
