분기말,매수일,매도일,시장국면,코스피_수익률(%),밸런스형_수익률(%),밸런스형_승률(%),저평가형_수익률(%),저평가형_승률(%),모멘텀형_수익률(%),모멘텀형_승률(%),국면대응형_수익률(%),국면대응형_승률(%),year
2021-09-30,2021-11-14,2022-02-14,약세장,-9.8,3.0,40.0,-0.1,35.0,-8.8,20.0,-1.2,35.0,2021
2021-12-31,2022-02-14,2022-05-15,약세장,-3.7,0.1,55.0,5.2,50.0,-0.7,53.3,3.9,50.0,2022
2022-03-31,2022-05-15,2022-08-14,약세장,-2.6,-8.0,35.0,-5.6,30.0,-5.2,40.0,-9.3,25.0,2022
2022-06-30,2022-08-14,2022-11-14,약세장,-2.3,-7.0,30.0,-4.0,30.0,-2.4,40.0,-4.1,30.0,2022
2022-09-30,2022-11-14,2023-02-14,횡보장,-0.4,4.2,60.0,8.7,60.0,22.2,60.0,7.9,70.0,2022
2022-12-31,2023-02-14,2023-05-15,횡보장,0.6,8.4,40.0,2.3,60.0,17.5,60.0,10.1,50.0,2023
2023-03-31,2023-05-15,2023-08-14,강세장,3.7,16.0,45.0,17.9,50.0,21.0,60.0,21.2,60.0,2023
2023-06-30,2023-08-14,2023-11-14,강세장,-5.4,-0.1,35.0,-8.0,25.0,-10.7,13.3,-4.6,25.0,2023
2023-09-30,2023-11-14,2024-02-14,횡보장,7.7,6.3,50.0,8.5,60.0,-0.4,46.7,7.2,55.0,2023
2023-12-31,2024-02-14,2024-05-15,강세장,4.2,37.0,65.0,20.4,45.0,19.3,73.3,26.2,65.0,2024
2024-03-31,2024-05-15,2024-08-14,강세장,-3.9,3.1,50.0,1.6,50.0,20.0,46.7,12.6,50.0,2024
2024-06-30,2024-08-14,2024-11-14,횡보장,-8.5,-12.4,35.0,-10.2,30.0,3.7,53.3,-10.4,35.0,2024
2024-09-30,2024-11-14,2025-02-14,약세장,7.1,11.4,70.0,6.9,55.0,13.8,73.3,10.3,60.0,2024
2024-12-31,2025-02-14,2025-05-15,횡보장,1.2,11.0,70.0,3.7,65.0,12.7,66.7,10.2,75.0,2025
2025-03-31,2025-05-15,2025-08-14,횡보장,23.1,26.6,80.0,21.3,75.0,29.6,86.7,24.6,85.0,2025
2025-06-30,2025-08-14,2025-11-14,강세장,24.4,16.3,65.0,24.4,70.0,41.0,60.0,10.0,65.0,2025
2025-09-30,2025-11-14,2026-02-14,강세장,37.3,33.1,75.0,14.9,60.0,35.6,66.7,45.0,75.0,2025
2025-12-31,2026-02-14,2026-05-15,강세장,32.0,8.4,45.0,-2.4,30.0,11.8,46.7,6.1,45.0,2026
