분기말,매수일,매도일,시장국면,코스피_수익률(%),밸런스형_수익률(%),밸런스형_승률(%),저평가형_수익률(%),저평가형_승률(%),모멘텀형_수익률(%),모멘텀형_승률(%),국면대응형_수익률(%),국면대응형_승률(%),year
2021-09-30,2021-11-14,2022-02-14,약세장,-9.8,1.4,50.0,-2.3,35.0,-10.9,20.0,-3.4,30.0,2021
2021-12-31,2022-02-14,2022-05-15,약세장,-3.7,7.7,75.0,4.5,50.0,3.5,60.0,3.2,45.0,2022
2022-03-31,2022-05-15,2022-08-14,약세장,-2.6,-10.1,25.0,-9.7,25.0,-8.7,26.7,-9.7,25.0,2022
2022-06-30,2022-08-14,2022-11-14,약세장,-2.3,-4.9,30.0,-3.6,30.0,-0.3,46.7,-4.6,30.0,2022
2022-09-30,2022-11-14,2023-02-14,횡보장,-0.4,7.7,75.0,10.6,70.0,13.8,60.0,7.7,75.0,2022
2022-12-31,2023-02-14,2023-05-15,횡보장,0.6,8.4,55.0,-3.2,45.0,11.0,60.0,8.4,55.0,2023
2023-03-31,2023-05-15,2023-08-14,강세장,3.7,12.4,75.0,20.6,60.0,20.9,86.7,19.4,75.0,2023
2023-06-30,2023-08-14,2023-11-14,강세장,-5.4,-3.2,30.0,-4.2,30.0,-6.6,20.0,-1.7,35.0,2023
2023-09-30,2023-11-14,2024-02-14,횡보장,7.7,8.0,60.0,7.7,65.0,-3.8,40.0,8.2,60.0,2023
2023-12-31,2024-02-14,2024-05-15,강세장,4.2,30.2,65.0,7.7,40.0,18.8,60.0,19.1,65.0,2024
2024-03-31,2024-05-15,2024-08-14,강세장,-3.9,5.4,50.0,4.7,55.0,18.4,53.3,13.8,45.0,2024
2024-06-30,2024-08-14,2024-11-14,횡보장,-8.5,-11.0,25.0,-6.5,45.0,-2.6,33.3,-11.6,25.0,2024
2024-09-30,2024-11-14,2025-02-14,약세장,7.1,4.5,70.0,8.4,65.0,9.6,73.3,7.8,70.0,2024
2024-12-31,2025-02-14,2025-05-15,횡보장,1.2,12.0,80.0,4.4,70.0,16.9,73.3,12.0,80.0,2025
2025-03-31,2025-05-15,2025-08-14,횡보장,23.1,29.2,85.0,20.0,80.0,26.0,86.7,29.2,85.0,2025
2025-06-30,2025-08-14,2025-11-14,강세장,24.4,20.1,65.0,23.0,70.0,35.2,66.7,12.3,65.0,2025
2025-09-30,2025-11-14,2026-02-14,강세장,37.3,36.2,85.0,20.2,70.0,24.0,66.7,31.2,80.0,2025
2025-12-31,2026-02-14,2026-05-15,강세장,32.0,8.7,45.0,-0.2,30.0,23.7,60.0,9.9,40.0,2026
